DATE,THREEFF10
2023-01-09,3.8444
2023-01-10,3.9038
2023-01-11,3.8857
2023-01-12,3.8026
2023-01-13,3.8131
2023-01-16,.
2023-01-17,3.8446
2023-01-18,3.7399
2023-01-19,3.7421
2023-01-20,3.7999
2023-01-23,3.8424
2023-01-24,3.8113
2023-01-25,3.7911
2023-01-26,3.8074
2023-01-27,3.8293
2023-01-30,3.8552
2023-01-31,3.8429
2023-02-01,3.7488
2023-02-02,3.7330
2023-02-03,3.8139
2023-02-06,3.8751
2023-02-07,3.8957
2023-02-08,3.8763
2023-02-09,3.8884
2023-02-10,3.9418
2023-02-13,3.9302
2023-02-14,3.9507
2023-02-15,4.0190
2023-02-16,4.0303
2023-02-17,4.0067
2023-02-20,.
2023-02-21,4.0899
2023-02-22,4.1386
2023-02-23,4.1257
2023-02-24,4.1762
2023-02-27,4.1640
2023-02-28,4.1511
2023-03-01,4.2046
2023-03-02,4.2643
2023-03-03,4.2086
2023-03-06,4.1646
2023-03-07,4.1403
2023-03-08,4.1047
2023-03-09,4.0353
2023-03-10,3.8723
2023-03-13,3.8125
2023-03-14,3.9308
2023-03-15,3.9273
2023-03-16,4.0048
2023-03-17,3.9336
2023-03-20,4.0275
2023-03-21,4.1237
2023-03-22,4.0510
2023-03-23,3.9942
2023-03-24,4.0250
2023-03-27,4.1555
2023-03-28,4.1891
2023-03-29,4.2018
2023-03-30,4.1811
2023-03-31,4.1170
2023-04-03,4.0567
2023-04-04,3.9934
2023-04-05,3.9679
2023-04-06,3.9656
2023-04-07,4.0204
2023-04-10,4.0408
2023-04-11,4.0506
2023-04-12,4.0291
2023-04-13,4.0718
2023-04-14,4.1358
2023-04-17,4.2016
2023-04-18,4.1959
2023-04-19,4.1953
2023-04-20,4.1508
2023-04-21,4.1647
2023-04-24,4.1334
2023-04-25,4.0579
2023-04-26,4.0849
2023-04-27,4.1683
2023-04-28,4.1115
2023-05-01,4.1874
2023-05-02,4.1005
2023-05-03,4.0514
2023-05-04,4.0550
2023-05-05,4.1332
2023-05-08,4.2105
2023-05-09,4.2373
2023-05-10,4.1895
2023-05-11,4.1531
2023-05-12,4.1932
2023-05-15,4.2228
2023-05-16,4.2578
2023-05-17,4.2791
2023-05-18,4.3260
2023-05-19,4.3607
2023-05-22,4.3723
2023-05-23,4.3518
2023-05-24,4.3435
2023-05-25,4.3910
2023-05-26,4.3587
2023-05-29,.
2023-05-30,4.2554
2023-05-31,4.1797
2023-06-01,4.1413
2023-06-02,4.1890
2023-06-05,4.1847
2023-06-06,4.1772
2023-06-07,4.2377
2023-06-08,4.1908
2023-06-09,4.1817
2023-06-12,4.1530
2023-06-13,4.2000
2023-06-14,4.1773
2023-06-15,4.0733
2023-06-16,4.0614
2023-06-19,.
2023-06-20,4.0181
2023-06-21,3.9834
2023-06-22,4.0104
2023-06-23,3.9821
2023-06-26,3.9610
2023-06-27,3.9695
2023-06-28,3.9190
2023-06-29,4.0380
2023-06-30,4.0266
2023-07-03,4.0451
2023-07-04,.
2023-07-05,4.1032
2023-07-06,4.2043
2023-07-07,4.2476
